tarih,home,away,home_goal_half,away_goal_half,home_goal_full,away_goal_full,home_possessions,away_possessions,home_mucadele,away_mucadele,home_havatopu,away_havatopu,home_steal,away_steal,home_ofsayt,away_ofsayt,home_corner,away_corner,home_pass,away_pass,home_accurate_pass,away_accurate_pass,home_pass_accuraty,away_pass_accuraty,home_long_pass,away_long_pass,home_accurate_long_pass,away_accurate_long_pass,home_shot,away_shot,home_accurate_shot,away_accurate_shot,home_not_accurate_shot,away_not_accurate_shot,home_engellenen_shot,away_engellenen_shot,home_direk,away_direk,home_xG,away_xG,home_ceza_sahasi,away_ceza_sahasi,home_uzaklastir,away_uzaklastir,home_faul,away_faul,home_yellow,away_yellow,home_red,away_red,1.5_alt,1.5_ust,"2,5_alt",2.5_ust,3.5_alt,3.5_ust,4.5_alt,4.5_ust,KG
16.09.2017,Yeni Malatyaspor,Bursaspor,0,2,2,4,%58,%42,58,40,20,9,12,8,2,1,5,3,420,316,351,234,"%83,6","%74,1",26,12,8,1,18,12,3,5,9,4,6,3,0,0,"2,12","1,86",26,17,16,17,10,19,3,3,3,3,0,1,0,1,0,1,0,1,1
16.09.2017,Akhisarspor,Karabükspor,1,1,2,1,%40,%60,61,56,21,21,18,8,4,2,2,3,347,518,238,409,"%68,6","%79,0",6,13,2,5,9,14,3,5,5,4,1,5,0,0,0,0,14,13,26,24,15,18,2,3,2,3,0,1,0,1,1,0,1,0,1
16.09.2017,Galatasaray,Kasımpaşa,1,0,2,0,%65,%35,53,53,13,7,12,19,4,4,11,2,616,329,530,249,"%86,0","%75,7",35,14,10,4,21,9,8,2,6,5,7,2,0,0,0,0,38,8,22,32,14,14,1,4,1,4,0,1,1,0,1,0,1,0,0
17.09.2017,Ankaraspor,Sivasspor,2,4,2,4,%49,%51,50,46,13,11,11,17,3,4,6,7,316,339,238,265,"%75,3","%78,2",31,12,10,4,19,18,4,9,9,8,6,1,2,1,0,0,28,25,21,28,10,17,2,6,2,6,0,1,0,1,0,1,0,1,1
17.09.2017,Başakşehir,Trabzonspor,1,1,2,2,%52,%48,61,51,10,8,9,17,1,0,4,0,429,414,349,327,"%81,4","%79,0",21,9,2,3,12,9,5,4,5,3,2,2,1,1,0,0,12,14,17,30,18,23,5,2,5,2,0,1,0,1,0,1,1,0,1
17.09.2017,Alanyaspor,Fenerbahçe,1,2,1,4,%38,%62,44,53,8,8,10,12,2,2,3,6,326,564,256,498,"%78,5","%88,3",23,14,2,5,12,17,3,7,5,5,4,5,1,0,0,0,22,24,6,27,13,14,0,3,0,3,0,1,0,1,0,1,0,1,1
17.09.2017,Göztepe,Gençlerbirliği,2,1,3,2,%47,%53,47,61,8,20,18,10,1,5,5,6,339,376,239,275,"%70,5","%73,1",19,19,5,4,14,14,8,7,4,6,2,1,0,0,0,0,25,21,20,23,13,17,3,4,3,4,0,1,0,1,0,1,0,1,1
18.09.2017,Beşiktaş,Konyaspor,1,0,2,0,%55,%45,62,46,9,11,22,14,1,2,3,2,504,419,439,351,"%87,1","%83,8",21,12,5,2,22,11,10,3,9,8,3,0,1,0,0,0,21,10,10,13,8,12,2,2,2,2,0,1,1,0,1,0,1,0,0
9.09.2017,Sivasspor,Kayserispor,0,1,0,2,%56,%44,53,47,15,21,10,17,1,2,6,4,448,369,351,276,"%78,3","%74,8",25,6,4,1,8,10,1,6,5,3,2,1,0,0,0,0,11,11,11,20,12,18,2,2,2,2,0,1,1,0,1,0,1,0,0
9.09.2017,Karabükspor,Beşiktaş,0,0,0,1,%49,%51,57,61,16,20,7,4,1,2,3,4,339,355,228,245,"%67,3","%69,0",16,12,5,7,15,16,5,7,9,5,1,4,1,0,0,0,18,19,11,18,20,15,3,3,3,3,1,0,1,0,1,0,1,0,0
9.09.2017,Fenerbahçe,Başakşehir,1,2,2,3,%58,%42,49,49,12,9,15,14,0,2,5,3,557,424,482,344,"%86,5","%81,1",38,14,13,2,19,11,2,7,9,3,8,1,0,0,0,0,29,14,15,19,19,12,2,4,2,4,0,1,0,1,0,1,0,1,1
9.09.2017,Konyaspor,Alanyaspor,0,1,0,2,%61,%39,33,35,6,11,23,22,3,3,12,5,549,354,456,259,"%83,1","%73,2",28,15,2,2,17,13,6,4,6,6,5,3,0,1,0,0,15,15,14,27,14,10,3,2,3,2,0,1,1,0,1,0,1,0,0
10.09.2017,Ankaraspor,Göztepe,0,2,0,2,%55,%45,61,60,27,18,8,15,4,3,3,4,436,365,342,267,"%78,4","%73,2",27,10,6,0,20,8,7,4,9,1,4,3,1,0,0,0,28,13,13,33,14,17,1,1,1,1,0,1,1,0,1,0,1,0,0
10.09.2017,Trabzonspor,Gençlerbirliği,0,1,3,1,%64,%36,65,46,12,15,11,13,4,0,4,5,446,253,347,156,"%77,8","%61,7",23,9,10,1,23,9,6,3,12,4,5,2,0,0,0,0,35,6,20,37,14,22,4,7,4,7,0,1,0,1,0,1,1,0,1
10.09.2017,Antalyaspor,Galatasaray,0,1,1,1,%53,%47,51,56,10,12,17,8,5,1,10,0,447,412,376,333,"%84,1","%80,8",22,11,5,2,13,8,5,1,4,5,4,2,0,0,0,0,16,9,4,30,13,19,0,1,0,1,0,1,1,0,1,0,1,0,1
10.09.2017,Bursaspor,Akhisarspor,0,0,3,0,%42,%58,53,37,13,9,5,7,1,1,4,7,372,511,309,447,"%83,1","%87,5",16,36,5,6,15,17,5,4,6,9,4,4,1,0,0,0,24,19,33,16,6,9,2,1,2,1,0,1,0,1,1,0,1,0,0
11.09.2017,Kasımpaşa,Yeni Malatyaspor,1,1,3,2,%48,%52,59,55,14,19,15,25,6,3,3,7,399,431,324,372,"%81,2","%86,3",16,27,3,4,16,9,3,5,8,3,5,1,2,0,0,0,23,14,24,22,16,13,3,2,3,2,0,1,0,1,0,1,0,1,1
25.08.2017,Alanyaspor,Karabükspor,0,1,1,1,%50,%50,71,58,15,12,7,17,3,2,9,2,405,433,294,317,"%72,6","%73,2",28,14,5,4,11,15,6,6,2,6,3,3,0,1,0,0,21,13,13,30,9,26,1,5,1,5,0,1,1,0,1,0,1,0,1
25.08.2017,Galatasaray,Sivasspor,1,0,3,0,%64,%36,58,54,11,5,8,16,6,2,7,5,506,282,420,203,"%83,0","%72,0",14,15,2,5,13,12,6,2,3,4,4,6,0,0,0,0,24,13,15,18,22,12,3,0,3,0,0,1,0,1,1,0,1,0,0
26.08.2017,Yeni Malatyaspor,Antalyaspor,0,1,1,1,%57,%43,57,48,20,15,9,23,0,0,10,1,462,366,368,279,"%79,7","%76,2",31,10,8,2,18,6,5,3,4,3,9,0,0,1,0,0,23,14,3,29,13,20,3,2,3,2,0,1,1,0,1,0,1,0,1
26.08.2017,Beşiktaş,Bursaspor,1,1,2,1,%64,%36,42,40,13,7,16,8,2,1,8,4,516,297,452,205,"%87,6","%69,0",35,12,11,2,18,4,8,2,5,2,5,0,1,0,0,0,22,5,19,29,18,13,2,3,2,3,0,1,0,1,1,0,1,0,1
26.08.2017,Göztepe,Trabzonspor,2,2,3,2,%40,%60,51,54,20,17,22,6,1,1,3,4,339,504,227,386,"%67,0","%76,6",12,20,1,6,18,15,8,3,5,9,5,3,2,1,0,0,18,22,31,28,18,18,2,4,2,4,0,1,0,1,0,1,0,1,1
26.08.2017,Kayserispor,Ankaraspor,1,1,2,2,%60,%40,43,52,10,16,8,9,2,1,6,3,472,324,389,247,"%82,4","%76,2",24,12,5,4,13,16,5,4,6,9,2,3,0,0,0,0,21,16,5,27,12,12,4,2,4,2,0,1,0,1,0,1,1,0,1
27.08.2017,Başakşehir,Konyaspor,0,0,2,1,%60,%40,55,53,15,9,8,21,1,2,6,7,513,336,421,257,"%82,1","%76,5",18,16,4,5,13,15,5,4,4,4,4,7,0,1,0,0,32,17,17,21,20,12,4,5,4,5,0,1,0,1,1,0,1,0,1
27.08.2017,Akhisarspor,Kasımpaşa,0,0,2,1,%44,%56,48,43,8,16,7,7,1,2,4,3,367,487,306,391,"%83,4","%80,3",30,17,5,4,12,13,5,3,4,6,3,4,0,0,0,0,10,19,21,23,8,14,2,4,2,4,0,1,0,1,1,0,1,0,1
27.08.2017,Gençlerbirliği,Fenerbahçe,1,1,1,2,%30,%70,37,47,14,14,21,7,1,1,8,3,221,555,128,465,"%57,9","%83,8",20,20,5,2,9,11,2,3,3,6,4,2,0,0,0,0,12,13,24,18,13,14,2,4,2,4,0,1,0,1,1,0,1,0,1
18.08.2017,Kasımpaşa,Beşiktaş,1,2,2,2,%36,%64,52,42,10,10,11,9,2,1,4,4,341,609,275,547,"%80,6","%89,8",18,31,7,8,7,15,4,5,3,6,0,4,0,0,0,0,8,26,29,13,15,20,4,2,4,2,0,1,0,1,0,1,1,0,1
19.08.2017,Karabükspor,Başakşehir,2,1,3,1,%37,%63,47,46,12,14,14,23,3,6,5,1,332,578,228,471,"%68,7","%81,5",16,10,5,4,12,6,3,2,6,2,3,2,0,1,0,0,22,19,12,16,14,8,2,1,2,1,0,1,0,1,0,1,1,0,1
19.08.2017,Bursaspor,Alanyaspor,2,0,3,2,%54,%46,57,44,17,15,10,12,1,2,1,2,413,354,333,278,"%80,6","%78,5",13,13,3,3,11,13,4,5,5,6,2,2,0,0,0,0,11,19,17,9,16,14,2,2,2,2,0,1,0,1,0,1,0,1,1
19.08.2017,Ankaraspor,Galatasaray,0,2,1,3,%37,%63,45,49,5,9,16,9,1,1,4,5,358,604,276,518,"%77,1","%85,8",12,16,1,4,12,11,4,6,6,3,2,2,0,0,0,0,17,20,16,17,16,17,2,2,2,2,0,1,0,1,0,1,1,0,1
19.08.2017,Sivasspor,Yeni Malatyaspor,1,0,2,0,%44,%56,47,56,15,16,8,5,0,0,4,7,375,493,301,426,"%80,3","%86,4",16,22,4,5,13,15,2,3,7,7,4,5,0,1,0,0,19,18,20,17,18,16,3,2,3,2,0,1,1,0,1,0,1,0,0
20.08.2017,Kayserispor,Göztepe,1,0,1,0,%49,%51,67,59,22,23,10,11,2,2,3,5,364,373,264,280,"%72,5","%75,1",19,20,1,5,9,12,4,5,4,4,1,3,2,0,0,0,15,16,29,36,14,21,3,1,3,1,1,0,1,0,1,0,1,0,0
20.08.2017,Fenerbahçe,Trabzonspor,1,1,2,2,%62,%38,82,71,19,27,9,19,1,2,4,9,431,272,325,179,"%75,4","%65,8",33,17,7,4,12,4,3,2,5,2,4,0,0,0,0,0,17,8,23,30,17,28,2,4,2,4,0,1,0,1,0,1,1,0,1
20.08.2017,Antalyaspor,Akhisarspor,1,1,2,2,%56,%44,61,60,16,10,9,10,3,2,3,4,424,313,336,239,"%79,2","%76,4",14,27,1,6,10,11,3,4,4,5,3,2,0,0,0,0,17,20,14,23,15,13,3,2,3,2,0,1,0,1,0,1,1,0,1
21.08.2017,Konyaspor,Gençlerbirliği,2,0,3,0,%56,%44,61,50,17,19,15,17,2,3,1,2,484,371,376,267,"%77,7","%72,0",5,18,2,5,12,7,6,3,4,2,2,2,0,0,0,0,22,7,13,14,14,15,1,1,1,1,0,1,0,1,1,0,1,0,0
11.08.2017,Başakşehir,Bursaspor,1,0,1,0,%54,%46,38,43,13,12,9,15,0,1,0,3,595,494,527,408,"%88,6","%82,6",9,17,2,3,7,7,4,2,2,3,1,2,0,0,0,0,14,11,17,4,15,9,1,1,1,1,1,0,1,0,1,0,1,0,0
12.08.2017,Akhisarspor,Sivasspor,0,0,1,0,%50,%50,58,61,23,20,7,17,1,1,3,4,432,430,338,333,"%78,2","%77,4",17,15,8,1,9,7,2,0,6,5,1,2,0,0,0,0,14,7,23,22,17,15,3,3,3,3,1,0,1,0,1,0,1,0,0
12.08.2017,Gençlerbirliği,Karabükspor,1,1,1,1,%44,%56,55,69,26,31,22,15,3,4,4,1,275,354,166,222,"%60,4","%62,7",14,11,1,2,6,6,3,1,3,5,0,0,0,1,0,0,7,10,35,24,19,16,2,3,2,3,0,1,1,0,1,0,1,0,1
12.08.2017,Alanyaspor,Kasımpaşa,1,2,1,3,%61,%39,54,33,10,4,9,14,1,0,5,3,520,337,469,274,"%90,2","%81,3",36,15,5,5,19,9,7,3,10,4,2,2,0,0,0,0,24,14,6,31,12,23,2,4,2,4,0,1,0,1,0,1,1,0,1
12.08.2017,Göztepe,Fenerbahçe,1,1,2,2,%37,%63,54,66,22,16,10,11,3,6,0,4,308,522,201,414,"%65,3","%79,3",6,19,2,6,8,13,4,4,2,4,2,5,0,1,0,0,19,18,20,22,20,12,4,1,4,1,0,1,0,1,0,1,1,0,1
13.08.2017,Yeni Malatyaspor,Ankaraspor,1,0,3,1,%38,%62,59,49,14,15,9,10,1,1,3,5,309,494,221,409,"%71,5","%82,8",12,21,5,5,11,16,4,5,5,4,2,7,0,0,0,0,18,19,28,8,14,14,1,3,1,3,0,1,0,1,0,1,1,0,1
13.08.2017,Trabzonspor,Konyaspor,1,1,2,1,%51,%49,58,53,16,7,13,16,3,2,1,6,330,314,236,221,"%71,5","%70,4",13,16,5,5,14,11,6,2,5,8,3,1,0,0,0,0,20,19,23,11,20,19,4,2,4,2,0,1,0,1,1,0,1,0,1
13.08.2017,Beşiktaş,Antalyaspor,1,0,2,0,%51,%49,39,53,12,13,14,12,1,2,3,3,367,365,289,264,"%78,7","%72,3",17,13,4,4,13,11,4,1,8,5,1,5,1,0,0,0,19,13,20,15,24,18,3,4,3,4,0,1,1,0,1,0,1,0,0
14.08.2017,Galatasaray,Kayserispor,3,1,4,1,%63,%37,46,44,4,10,13,21,5,2,2,2,494,274,429,207,"%86,8","%75,5",10,17,4,3,14,6,8,2,5,3,1,1,0,0,0,0,17,8,31,7,13,17,2,3,2,3,0,1,0,1,0,1,0,1,1
02.06.2017,Gençlerbirliği,Kasımpaşa,1,0,1,0,%48,%52,43,41,10,8,6,8,6,1,8,7,387,430,309,355,"%79,8","%82,6",22,17,7,5,11,15,3,5,5,7,3,3,1,0,0,0,16,21,17,18,16,16,0,1,0,1,1,0,1,0,1,0,1,0,0
2.06.2017,Akhisarspor,Karabükspor,1,0,2,3,%42,%58,45,34,11,7,9,8,4,1,5,3,366,512,301,432,"%82,2","%84,4",15,15,4,1,13,14,5,5,4,7,4,2,1,0,0,0,28,21,18,16,13,14,2,1,2,1,0,1,0,1,0,1,0,1,1
2.06.2017,Antalyaspor,Gaziantepspor,2,1,4,1,%53,%47,36,28,8,3,13,13,3,1,1,1,506,450,443,379,"%87,5","%84,2",8,5,3,0,8,12,5,4,2,8,1,0,0,1,0,0,15,13,9,8,15,6,1,2,1,2,0,1,0,1,0,1,0,1,1
3.06.2017,Kayserispor,Başakşehir,0,0,0,1,%35,%65,42,40,10,10,10,11,2,0,4,4,321,600,238,528,"%74,1","%88,0",16,16,1,5,9,20,4,4,3,15,2,1,0,1,0,0,12,29,13,11,13,11,0,0,0,0,1,0,1,0,1,0,1,0,0
3.06.2017,Trabzonspor,Bursaspor,0,0,1,2,%62,%38,48,54,16,11,13,20,0,0,4,5,565,335,484,254,"%85,7","%75,8",14,24,1,4,4,18,1,5,2,5,1,8,0,0,0,0,8,28,31,22,17,12,2,1,2,1,0,1,0,1,1,0,1,0,1
3.06.2017,Ç. Rizespor,Alanyaspor,1,0,1,0,%42,%58,41,56,13,17,22,18,1,0,4,9,368,504,277,440,"%75,3","%87,3",18,38,5,13,7,25,3,8,3,12,1,5,1,0,0,0,20,32,28,16,17,6,2,0,2,0,1,0,1,0,1,0,1,0,0
3.06.2017,Galatasaray,Konyaspor,1,0,2,1,%51,%49,52,43,15,9,17,22,2,3,3,8,507,479,419,383,"%82,6","%80,0",12,20,4,1,19,12,6,2,11,5,2,5,0,0,0,0,22,18,17,9,12,7,1,1,1,1,0,1,0,1,1,0,1,0,1
3.06.2017,Adanaspor,Fenerbahçe,1,2,1,3,%47,%53,43,54,6,7,16,10,1,2,2,4,504,558,428,484,"%84,9","%86,7",8,20,1,2,13,13,4,7,5,3,4,3,0,0,0,0,10,20,16,12,9,14,1,0,1,0,0,1,0,1,0,1,1,0,1
3.06.2017,Beşiktaş,Ankaraspor,2,0,4,0,%56,%44,66,48,14,8,9,20,2,1,3,6,530,399,455,327,"%85,8","%82,0",15,23,3,14,9,17,6,5,2,10,1,2,0,1,0,0,16,28,17,12,12,14,0,2,0,2,0,1,0,1,0,1,1,0,0
27.05.2017,Kasımpaşa,Antalyaspor,0,1,0,3,%42,%58,46,56,10,5,15,13,0,0,5,6,382,522,313,447,"%81,9","%85,6",15,20,2,1,10,16,2,7,6,5,2,4,0,0,0,0,21,17,15,20,18,15,1,2,1,2,0,1,0,1,1,0,1,0,0
27.05.2017,Konyaspor,Akhisarspor,0,2,0,3,%62,%38,49,35,13,10,9,25,3,2,1,3,656,394,576,321,"%87,8","%81,5",11,15,3,4,10,15,3,4,5,8,2,3,0,0,0,0,14,22,11,8,10,13,1,1,1,1,0,1,0,1,1,0,1,0,0
27.05.2017,Başakşehir,Adanaspor,1,1,2,1,%48,%52,52,46,12,10,16,13,3,6,3,3,514,561,437,485,"%85,0","%86,5",18,9,7,3,11,11,5,3,5,8,1,0,1,1,0,0,19,13,7,17,12,14,4,2,4,2,0,1,0,1,1,0,1,0,1
27.05.2017,Fenerbahçe,Trabzonspor,1,0,1,1,%44,%56,61,75,14,21,16,13,7,1,1,4,341,441,245,337,"%71,8","%76,4",19,18,5,5,10,19,3,4,5,10,2,5,0,0,0,0,20,33,20,13,21,16,4,5,4,5,0,1,1,0,1,0,1,0,1
28.05.2017,Karabükspor,Kayserispor,0,1,2,2,%60,%40,54,61,23,14,9,21,1,2,3,4,469,321,355,211,"%75,7","%65,7",19,10,8,3,15,14,4,6,9,7,2,1,1,1,0,0,16,21,14,27,16,19,3,4,3,4,0,1,0,1,0,1,1,0,1
28.05.2017,Bursaspor,Gençlerbirliği,1,0,1,2,%48,%52,57,67,19,27,16,26,7,2,5,4,335,367,238,270,"%71,0","%73,6",19,13,7,5,12,9,5,4,7,4,0,1,0,0,0,0,27,17,18,31,21,21,3,3,3,3,0,1,0,1,1,0,1,0,1
28.05.2017,Ankaraspor,Ç. Rizespor,1,1,1,2,%66,%34,63,51,14,13,10,16,2,0,7,4,520,273,443,187,"%85,2","%68,5",29,9,6,2,23,8,9,4,9,2,5,2,2,0,0,0,41,19,18,36,10,11,3,4,3,4,0,1,0,1,1,0,1,0,1
28.05.2017,Gaziantepspor,Beşiktaş,0,2,0,4,%44,%56,35,45,8,6,7,6,3,4,2,6,417,523,343,461,"%82,3","%88,1",4,12,3,0,10,19,2,8,6,9,2,2,0,1,0,0,8,25,21,11,14,10,2,0,2,0,0,1,0,1,0,1,1,0,0
29.05.2017,Alanyaspor,Galatasaray,1,3,2,3,%47,%53,54,52,12,3,11,10,1,1,5,5,428,496,359,415,"%83,9","%83,7",33,9,3,0,15,12,5,5,8,5,2,2,0,1,0,0,19,21,11,32,18,16,4,5,4,5,0,1,0,1,0,1,0,1,1
19.05.2017,Galatasaray,Ankaraspor,2,0,2,0,%43,%57,69,43,15,9,14,14,2,5,3,6,352,446,263,370,"%74,7","%83,0",8,35,6,4,18,7,7,2,7,3,4,2,1,0,0,0,25,30,37,12,16,17,0,2,0,2,0,1,1,0,1,0,1,0,0
20.05.2017,Ç. Rizespor,Gaziantepspor,1,0,2,0,%47,%53,62,51,15,11,18,18,3,0,3,6,415,474,319,388,"%76,9","%81,9",11,18,2,3,8,14,4,6,3,7,1,1,0,1,0,0,15,25,28,23,15,15,2,1,2,1,0,1,1,0,1,0,1,0,0
20.05.2017,Kayserispor,Adanaspor,1,0,1,1,%61,%39,46,66,10,23,10,24,1,2,4,5,509,316,425,236,"%83,5","%74,7",20,18,6,4,13,15,5,5,4,10,4,0,0,1,0,0,18,10,10,21,16,13,2,0,2,0,0,1,1,0,1,0,1,0,1
20.05.2017,Antalyaspor,Bursaspor,1,0,2,1,%61,%39,61,44,23,16,15,16,1,0,9,2,558,366,471,273,"%84,4","%74,6",26,8,10,4,18,7,6,3,7,4,5,0,1,1,0,0,23,8,23,24,13,8,2,2,2,2,0,1,0,1,1,0,1,0,1
20.05.2017,Beşiktaş,Kasımpaşa,2,1,4,1,%48,%52,48,56,13,11,8,9,1,2,3,3,448,489,387,425,"%86,4","%86,9",23,18,6,6,14,11,6,3,7,5,1,3,1,0,0,0,33,17,25,18,16,9,2,2,2,2,0,1,0,1,0,1,0,1,1
21.05.2017,Konyaspor,Karabükspor,2,0,3,0,%59,%41,50,41,12,8,12,11,6,2,4,5,524,351,434,262,"%82,8","%74,6",12,26,3,7,19,13,8,2,6,6,5,5,1,0,0,0,32,12,15,6,2,13,0,1,0,1,0,1,0,1,1,0,1,0,0
21.05.2017,Trabzonspor,Başakşehir,0,0,0,0,%42,%58,50,63,7,17,15,21,2,2,4,4,360,499,265,417,"%73,6","%83,6",10,21,2,5,9,11,3,3,3,8,3,0,1,2,0,0,17,22,21,27,25,14,2,2,2,2,1,0,1,0,1,0,1,0,0
22.05.2017,Gençlerbirliği,Fenerbahçe,1,0,1,2,%46,%54,70,54,19,17,17,12,0,0,4,2,343,412,247,306,"%72,0","%74,3",17,14,2,3,8,9,3,3,5,4,0,2,0,0,0,0,16,13,22,21,17,15,1,5,1,5,0,1,0,1,1,0,1,0,1
22.05.2017,Akhisarspor,Alanyaspor,1,0,3,0,%47,%53,47,52,16,5,18,21,2,1,2,4,466,522,383,446,"%82,2","%85,4",17,18,8,4,22,9,5,2,13,4,4,3,1,1,0,0,25,20,18,12,17,13,0,4,0,4,0,1,0,1,1,0,1,0,0
12.05.2017,Kayserispor,Konyaspor,1,1,2,1,%53,%47,64,58,23,13,8,7,3,1,8,2,444,400,356,308,"%80,2","%77,0",22,9,4,1,9,7,5,3,3,3,1,1,0,0,0,0,17,3,14,28,22,11,3,3,3,3,0,1,0,1,1,0,1,0,1
12.05.2017,Kasımpaşa,Ç. Rizespor,0,0,4,2,%47,%53,47,37,7,9,12,9,5,2,2,9,489,552,438,485,"%89,6","%87,9",16,25,6,5,23,14,10,5,8,5,5,4,1,0,0,0,37,23,35,19,8,14,0,1,0,1,0,1,0,1,0,1,0,1,1
13.05.2017,Başakşehir,Gençlerbirliği,0,1,2,1,%59,%41,45,45,10,9,18,25,6,3,6,1,464,333,379,250,"%81,7","%75,1",23,9,6,2,14,9,5,3,8,2,1,4,0,0,0,0,23,15,12,26,14,15,1,2,1,2,0,1,0,1,1,0,1,0,1
13.05.2017,Fenerbahçe,Antalyaspor,0,0,0,1,%51,%49,64,66,17,20,6,13,2,8,5,3,354,349,273,281,"%77,1","%80,5",24,17,1,7,7,12,3,6,2,3,2,3,0,0,0,0,13,25,16,35,21,21,3,5,3,5,1,0,1,0,1,0,1,0,0
13.05.2017,Adanaspor,Trabzonspor,1,1,1,1,%41,%59,39,46,9,18,23,15,1,4,2,5,420,593,305,495,"%72,6","%83,5",8,27,4,5,5,10,3,2,2,5,0,3,0,0,0,0,8,35,24,13,9,10,2,2,2,2,0,1,1,0,1,0,1,0,1
14.05.2017,Ankaraspor,Akhisarspor,0,1,0,4,%61,%39,62,46,8,10,10,27,1,3,11,4,459,288,374,211,"%81,5","%73,3",33,17,7,2,14,4,4,3,8,0,2,1,1,0,0,0,35,13,16,36,13,16,2,2,2,2,0,1,0,1,0,1,1,0,0
14.05.2017,Gaziantepspor,Galatasaray,0,1,1,2,%31,%69,39,46,13,16,20,15,3,1,8,4,240,561,165,481,"%68,8","%85,7",23,18,5,5,11,17,6,8,5,7,0,2,0,1,0,0,16,31,28,28,17,12,3,1,3,1,0,1,0,1,1,0,1,0,1
14.05.2017,Alanyaspor,Karabükspor,1,1,4,2,%46,%54,49,46,8,7,13,14,4,2,2,3,357,423,278,327,"%77,9","%77,3",11,13,2,2,8,11,5,3,3,6,0,2,0,0,0,0,19,12,12,6,14,11,3,3,3,3,0,1,0,1,0,1,0,1,1
15.05.2017,Bursaspor,Beşiktaş,0,0,0,2,%40,%60,58,63,20,22,12,11,3,1,1,10,317,459,218,362,"%68,8","%78,9",8,21,1,3,5,19,3,6,1,8,1,5,0,1,0,0,9,27,39,15,11,17,5,2,5,2,0,1,1,0,1,0,1,0,0
5.05.2017,Antalyaspor,Başakşehir,0,0,0,1,%52,%48,55,56,20,14,17,18,2,2,5,6,362,341,268,252,"%74,0","%73,9",20,21,3,1,12,14,5,4,5,8,2,2,0,0,0,0,11,11,32,18,26,18,5,2,5,2,1,0,1,0,1,0,1,0,0
6.05.2017,Gençlerbirliği,Adanaspor,0,1,0,1,%62,%38,61,81,21,18,16,14,1,2,16,4,469,313,363,197,"%77,4","%62,9",40,11,14,1,24,4,10,1,9,2,5,1,0,0,0,0,55,10,10,55,18,17,2,1,2,1,1,0,1,0,1,0,1,0,0
6.05.2017,Trabzonspor,Kayserispor,2,2,2,3,%59,%41,62,63,18,15,9,21,0,2,6,0,472,339,356,220,"%75,4","%64,9",24,10,5,2,22,13,4,5,11,6,7,2,1,0,0,0,27,10,11,24,16,18,3,5,3,5,0,1,0,1,0,1,0,1,1
6.05.2017,Galatasaray,Kasımpaşa,0,1,1,3,%57,%43,37,34,9,9,15,12,0,0,7,1,559,424,476,336,"%85,2","%79,2",26,11,4,3,16,9,5,6,7,1,4,2,0,0,0,0,15,12,10,28,9,14,2,0,2,0,0,1,0,1,0,1,1,0,1
6.05.2017,Konyaspor,Alanyaspor,1,1,2,3,%63,%37,55,54,16,9,8,17,3,0,6,8,618,352,535,276,"%86,6","%78,4",17,24,3,3,11,12,4,7,3,3,4,2,0,0,0,0,12,13,15,16,10,15,1,2,1,2,0,1,0,1,0,1,0,1,1
7.05.2017,Ç. Rizespor,Bursaspor,4,0,6,0,%48,%52,59,53,15,15,8,11,1,2,6,5,466,504,397,427,"%85,2","%84,7",13,17,3,4,17,14,8,6,5,5,4,3,1,0,0,0,32,16,27,16,17,14,0,4,0,4,0,1,0,1,0,1,0,1,0
7.05.2017,Beşiktaş,Fenerbahçe,1,0,1,1,%52,%48,78,65,27,17,12,8,2,2,11,5,324,300,263,213,"%81,2","%71,0",25,13,4,2,18,6,9,1,8,2,1,3,1,0,0,0,23,9,21,22,16,18,1,5,1,5,0,1,1,0,1,0,1,0,1
8.05.2017,Karabükspor,Ankaraspor,0,0,1,0,%51,%49,43,56,15,11,17,13,1,2,10,7,323,324,237,237,"%73,4","%73,1",23,18,8,0,13,8,4,2,5,4,4,2,0,1,0,0,27,10,18,21,21,11,4,2,4,2,1,0,1,0,1,0,1,0,0
08.05.2017,Akhisarspor,Gaziantepspor,1,0,6,0,%60,%40,56,51,16,18,15,13,3,2,5,2,538,358,462,277,"%85,9","%77,4",18,11,7,2,18,7,8,3,6,4,4,0,1,0,0,0,29,8,11,17,13,12,0,2,0,2,0,1,0,1,0,1,0,1,0
28.04.2017,Gaziantepspor,Karabükspor,0,0,0,0,%51,%49,62,48,24,22,15,21,2,1,4,3,377,362,249,258,"%66,0","%71,3",24,16,4,5,10,15,2,2,8,10,0,3,0,0,0,0,19,11,18,30,14,19,3,5,3,5,1,0,1,0,1,0,1,0,0
29.04.2017,Kayserispor,Alanyaspor,1,0,3,0,%51,%49,65,58,19,13,11,11,6,1,9,4,409,396,323,309,"%79,0","%78,0",22,20,4,4,20,12,5,4,10,4,5,4,0,2,0,0,23,16,28,19,14,10,3,3,3,3,0,1,0,1,1,0,1,0,0
29.04.2017,Trabzonspor,Gençlerbirliği,0,0,0,0,%61,%39,76,50,14,11,10,22,1,4,7,9,439,280,335,199,"%76,3","%71,1",22,21,9,6,25,7,7,1,14,3,4,3,0,0,0,0,25,11,18,32,15,19,1,3,1,3,1,0,1,0,1,0,1,0,0
30.04.2017,Kasımpaşa,Akhisarspor,0,0,0,2,%60,%40,60,48,16,14,15,14,1,2,10,7,486,318,408,242,"%84,0","%76,1",28,24,5,2,10,13,4,7,4,4,2,2,0,0,0,0,15,16,21,24,12,19,1,2,1,2,0,1,1,0,1,0,1,0,0
